"id","kloeke_nieuw","kloeke_uri","altname"
"229","F021q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F021q","Sanhuzen"
"230","F022a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F022a","Nijeberkeap"
"231","F022p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F022p","Makkingea"
"232","F023p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F023p","Easterwalde"
"233","F025p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F025p","Ald Appelskea"
"234","F025q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F025q","Langedike"
"235","F027p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F027p","Molkwar"
"236","F029a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F029a","Bakhuzen"
"237","F029p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F029p","Himmelum"
"238","F030p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F030p","Murns"
"239","F031p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F031p","Aldegea"
"240","F032p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F032p","Nijegea"
"241","F035p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F035p","Sleat"
"242","F036b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F036b","Nijemardum"
"243","F036p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F036p","Aldemardum"
"244","F036q","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F036q","Riis"
"245","F037p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F037p","Teakesyl"
"246","F038z","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F038z","Bantgea"
"247","F039a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F039a","Tsjerkgaest"
"248","F039p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F039p","Easterse"
"249","F040a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F040a","Follegea"
"250","F040b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F040b","Dunegea"
"251","F040c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F040c","Ychtenbrege"
"252","F040p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F040p","Ychten"
"253","F041a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F041a","Delfsterhuzen"
"254","F041b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F041b","Muntsebuorren"
"255","F041k","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F041k","Aldetrine"
"256","F041p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F041p","Rotstergaest"
"257","F042a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F042a","Nijelemmer"
"258","F042b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F042b","Aldelemmer"
"259","F043a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F043a","Teridzert"
"260","F043b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F043b","Aldeholtpea"
"261","F043h","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F043h","Aldeholtwalde"
"262","F045p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F045p","Pipergea"
"263","F046a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F046a","Finkegea"
"264","F047a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F047a","Wilhelmina s Oard"
"265","F048p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F048p","Buil"
"266","F052a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F052a","Slikenboarch"
"267","F054p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F054p","Spangea"
"268","F059c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F059c","Blesdike"
"269","F074a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=F074a","Hesselingen  Indu.Terrein"
"270","G001a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=G001a","De Fochtel"
"271","G001b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=G001b","Appelskea"
"272","G001c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=G001c","Ravenswald"
"273","G050j","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=G050j"," "
"274","G229p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=G229p","Boekelo Gem. Haaksbergen"
"275","G231p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=G231p","Boekelo Gem. Enschede"
"276","H002a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=H002a","Het-Zoute"
"277","H073p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=H073p","Saint-Pol-Sur-Mer"
"278","H074a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=H074a","Malo-Les-Bains"
"279","H074p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=H074p","Dunkerque"
"280","H075p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=H075p","Rosendael"
"281","H076p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=H076p","Zuydcoote"
"282","H077p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=H077p","Leffrinkhoucke"
"283","H078p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=H078p","Coudekerque-Branche"
"284","H079p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=H079p","Teteghem"
"285","H080p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=H080p","Uxem"
"286","H081a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=H081a","Bray-Dunes"
"287","H081p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=H081p","Ghyvelde"
"288","H082p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=H082p","Les Moeres"
"289","K022p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=K022p","Willige Langerak-Schoonh."
"290","L263a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=L263a","Liezel"
"291","L385p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=L385p","Sint-Odilienberg"
"292","M009a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=M009a","Lintelo-Ten-Noorden"
"293","M046b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=M046b","Klein-Bredenbroek"
"294","M046c","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=M046c","Groot-Bredenboek"
"295","M048a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=M048a","Lintelo-Ten-Zuiden"
"296","N001a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N001a","Kapelle"
"297","N001p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N001p","Armbouts-Kappel"
"298","N002p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N002p","Koudekerke-Dorp"
"299","N003p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N003p","Stene"
"300","N004p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N004p","Bieren"
"301","N005a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N005a","Hooimille"
"302","N005p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N005p","Sint-Winoksbergen"
"303","N006p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N006p","Warrem"
"304","N007p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N007p","Krochte"
"305","N008p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N008p","Soks"
"306","N009p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N009p","Kwaadieper"
"307","N010a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N010a","Oostkappel"
"308","N010p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N010p","Westkappel"
"309","N011p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N011p","Rekspoede"
"310","N013p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N013p","Hondschote"
"311","N017p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N017p","Roestbrugge-Haringe"
"312","N048p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N048p","Eringem"
"313","N049p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N049p","Bissezele"
"314","N050p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N050p","Wilder"
"315","N051p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N051p","Zegers-Kappel"
"316","N052p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N052p","Ekelsbeke"
"317","N053p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N053p","Wormhout"
"318","N054p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N054p","Rubroek"
"319","N056p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N056p","Ledringem"
"320","N057p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N057p","Bambeke"
"321","N058p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N058p","Herzele"
"322","N059p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N059p","Houtkerke"
"323","N060p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N060p","Oudezele"
"324","N061p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N061p","Winnezele"
"325","N095p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N095p","Noordpene"
"326","N096p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N096p","Wemaarskapelle"
"327","N097p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N097p","Kassel"
"328","N098p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N098p","Zuidpene"
"329","N099p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N099p","Bavinkhove"
"330","N100a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N100a","Schouwbroek"
"331","N100p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N100p","Okselare"
"332","N101p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N101p","Stapel"
"333","N102p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N102p","Sint-Maria-Kappel"
"334","N103p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N103p","Terdegem"
"335","N105p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N105p","Sint-Silvester-Kappel"
"336","N106p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N106p","Eke"
"337","N107p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N107p","Godewaarsvelde"
"338","N108p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N108p","Hondegem"
"339","N109p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N109p","Kaaster"
"340","N110p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N110p","Vleteren"
"341","N112p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N112p","Berten"
"342","N113p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N113p","Sint-Jans-Kappel"
"343","N124p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N124p","Houtem"
"344","N127p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N127p","Waasten"
"345","N128p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N128p","Neerwaasten"
"346","N133p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N133p","Frans Komen"
"347","N134p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N134p","Frans Wervik"
"348","N135p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N135p","Busbeke"
"349","N136p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N136p","Halewijn"
"350","N138p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N138p","Ronk"
"351","N147p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N147p","Ruischeure"
"352","N148p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N148p","Ebblingem"
"353","N149p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N149p","Waals-Kappel"
"354","N150p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N150p","Linde"
"355","N151p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N151p","Zerkel"
"356","N152p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N152p","Blaringem"
"357","N153p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N153p","Steenbeke"
"358","N154p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N154p","Moerbeke"
"359","N155p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N155p","Hazebroek"
"360","N157p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N157p","Pradeels"
"361","N158p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N158p","Strazele"
"362","N160a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N160a","De Walle"
"363","N160p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N160p","Oud-Berkijn"
"364","N162p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N162p","Belle"
"365","N164p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N164p","Steenwerk"
"366","N174p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N174p","Robeke"
"367","N175p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N175p","Moeskroen"
"368","N177p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N177p","Herzeeuw"
"369","N178p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N178p","Dottenijs"
"370","N179p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=N179p","Steenput"
"371","O077p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O077p","Sint Baafs Vijve"
"372","O193p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O193p","Escanaffles"
"373","O210a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O210a","La Houpe"
"374","O260p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O260p","Espierres"
"375","O263p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O263p","Amengijs"
"376","O264p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O264p","Rozenaken"
"377","O265p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O265p","Renaix"
"378","O268p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O268p","Vloesberg"
"379","O270p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O270p","Deux-Acren"
"380","O279p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O279p","Saintes"
"381","O280p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O280p","Bierghes"
"382","O281p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O281p","Enghien"
"383","O282p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O282p","Petit-Enghien"
"384","O283p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O283p","Rebecq-Rognon"
"385","O289p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O289p","Tourneppe"
"386","O291p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O291p","Tubize"
"387","O292p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=O292p","Clabecq"
"388","P141p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P141p","Tourinnes-La-Grosse"
"389","P142p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P142p","Beauvechain"
"390","P153p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P153p","Zetrud-Lumay"
"391","P156p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P156p","Neerheylissem"
"392","P210p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P210p","Racourt"
"393","P225p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P225p","Corswarem"
"394","P226p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P226p","Rosoux-Crenwick"
"395","P228p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P228p","Bettincourt"
"396","P229p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=P229p","Waremme"
"397","Q032b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q032b","Sweikhuizen"
"398","Q153p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q153p","Gors Opleeuw"
"399","Q176p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q176p","Eben-Emaal"
"400","Q179p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q179p","Zichen Zussen Bolder"
"401","Q184p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q184p","Rukkelingen-Op-Den-Jeker"
"402","Q185p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q185p","Bitsingen"
"403","Q186p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q186p","Wonk"
"404","Q189p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q189p","Ternaaien"
"405","Q190p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q190p","Lieze"
"406","Q239p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q239p","Wouteringen"
"407","Q244p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q244p","Elch"
"408","Q245p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q245p","Glaaien"
"409","Q246p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q246p","Wezet"
"410","Q246p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q246p","Wezet"
"411","Q249a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q249a","Kluis"
"412","Q250p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q250p","Homburg"
"413","Q253a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q253a","Bleiberg"
"414","Q253p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q253p","Montsen"
"415","Q254p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q254p","Hendrik-Kapelle"
"416","Q256p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q256p","Nieuw-Moresnet"
"417","Q257p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q257p","Hergenraat"
"418","Q259p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q259p","Lontsen"
"419","Q276p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q276p","Luik"
"420","Q278a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q278a","Herbestal"
"421","Q278p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q278p","Welkenraat"
"422","Q279p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q279p","Balen"
"423","Q281p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Q281p","Limburg"
"424","R001p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=R001p","Mardijk"
"425","R002p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=R002p","Groot-Sinten"
"426","R003p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=R003p","Klein-Sinten"
"427","R004p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=R004p","Fort-Mardijk"
"428","S001a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S001a","Sint-Joris"
"429","S001p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S001p","Grevelingen"
"430","S002p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S002p","Loon"
"431","S003p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S003p","Kraaiwijk"
"432","S004p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S004p","Broekburg"
"433","S005p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S005p","Burburg-Buiten"
"434","S006p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S006p","Koppenaksfort"
"435","S007p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S007p","Broekkerke"
"436","S008p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S008p","Spijker"
"437","S010p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S010p","Loberge"
"438","S011p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S011p","Sint-Pieters-Broek"
"439","S012a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S012a","Drinkam"
"440","S012p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S012p","Kapelle-Broek"
"441","S013p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S013p","Holke"
"442","S014a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S014a","Merkegem"
"443","S015p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S015p","Bollezele"
"444","S017p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S017p","Wulverdinge"
"445","S018p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S018p","Volkerinkhove"
"446","S019p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S019p","Lederzele"
"447","S020a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S020a","Buischeure"
"448","S020p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S020p","Brokzele"
"449","S021a","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S021a","Nieuwerleet"
"450","S021p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S021p","Sint-Mommelijn"
"451","S023p","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=S023p","Sint-Omaars"
"452","Z219d","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=Z219d","Eschweiler"
"453","B052b","http://www.meertens.knaw.nl/kloeke/index.php?kloekenummer=B052b","Bitgummole"
